Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Shopper_Length,Age,Spent,Living_With,Children_Count,Family_Size,Is_Parent
Graduate,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,541,54,1001,Alone,1,2,1
Graduate,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,345,36,1157,Alone,0,1,0
Graduate,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,345,74,688,Alone,1,2,1
Higher_Education,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,358,38,1319,Alone,0,1,0
Higher_Education,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,495,40,21,Partner,1,3,1
Undergraduate,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,671,44,31,Alone,1,2,1
Graduate,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,545,35,67,Partner,0,2,0
Graduate,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,402,73,708,Alone,1,2,1
Undergraduate,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,648,54,25,Partner,2,4,1
Higher_Education,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,487,42,746,Partner,0,2,0
Higher_Education,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,645,68,32,Alone,2,3,1
Higher_Education,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,116,74,1695,Alone,2,3,1
Graduate,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,667,49,1080,Partner,1,3,1
Higher_Education,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,91,70,72,Partner,2,4,1
Graduate,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,221,36,57,Alone,1,2,1
Higher_Education,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,100,52,660,Partner,1,3,1
Undergraduate,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,635,52,103,Partner,1,3,1
Higher_Education,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,279,41,153,Partner,1,3,1
Higher_Education,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,647,69,1220,Partner,1,3,1
Graduate,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,682,60,279,Partner,1,3,1
Graduate,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,178,47,745,Partner,1,3,1
Higher_Education,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,120,52,264,Partner,1,3,1
Graduate,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,12,39,2157,Partner,0,2,0
Higher_Education,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,305,66,1526,Partner,1,3,1
Graduate,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,446,47,69,Partner,1,3,1
Graduate,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,596,59,1597,Partner,0,2,0
Undergraduate,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,31,33,64,Alone,1,2,1
Graduate,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,593,41,497,Partner,1,3,1
Graduate,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,405,69,1067,Alone,1,2,1
Graduate,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,52,48,31,Partner,2,4,1
Graduate,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,297,51,211,Partner,2,4,1
Higher_Education,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,581,49,877,Partner,1,3,1
Graduate,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,532,46,11,Partner,1,3,1
Higher_Education,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,424,42,2034,Partner,0,2,0
Graduate,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,197,34,1991,Alone,0,1,0
Higher_Education,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,88,63,1686,Alone,0,1,0
Higher_Education,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,152,43,324,Alone,1,2,1
Higher_Education,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,72,46,69,Alone,1,2,1
Graduate,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,608,70,252,Partner,2,4,1
Undergraduate,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,538,60,54,Alone,1,2,1
Higher_Education,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,478,64,964,Partner,2,4,1
Graduate,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,497,74,1327,Partner,1,3,1
Higher_Education,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,98,61,68,Partner,2,4,1
Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,66,60,Partner,0,2,0
Graduate,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,428,70,55,Alone,2,3,1
Graduate,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,109,59,1456,Partner,0,2,0
Undergraduate,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,419,67,563,Alone,1,2,1
Graduate,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,496,71,1504,Alone,1,2,1
Graduate,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,66,58,564,Alone,2,3,1
Graduate,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,215,62,1125,Partner,0,2,0
Graduate,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,36,66,358,Partner,1,3,1
Higher_Education,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,200,54,42,Partner,1,3,1
Graduate,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,66,61,184,Partner,1,3,1
Graduate,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,437,42,460,Partner,1,3,1
Higher_Education,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,32,80,145,Alone,0,1,0
Graduate,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,529,78,1376,Partner,0,2,0
Higher_Education,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,525,56,792,Alone,1,2,1
Graduate,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,611,73,1382,Partner,0,2,0
Undergraduate,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,586,78,28,Partner,0,2,0
Higher_Education,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,274,79,1033,Partner,0,2,0
Graduate,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,396,56,882,Alone,1,2,1
Higher_Education,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,483,76,2231,Partner,0,2,0
Higher_Education,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,621,64,1101,Partner,1,3,1
Graduate,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,655,51,369,Partner,1,3,1
Undergraduate,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,122,45,48,Alone,1,2,1
Higher_Education,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,502,76,467,Alone,1,2,1
Graduate,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,551,54,44,Alone,2,3,1
Undergraduate,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,469,46,38,Alone,2,3,1
Graduate,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,235,57,81,Partner,2,4,1
Higher_Education,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,329,54,167,Alone,1,2,1
Higher_Education,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,50,70,45,Partner,2,4,1
Graduate,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,399,53,664,Partner,1,3,1
Undergraduate,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,292,61,622,Partner,1,3,1
Undergraduate,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,476,46,48,Alone,1,2,1
Graduate,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,249,50,461,Partner,1,3,1
Graduate,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,313,48,1073,Partner,1,3,1
Undergraduate,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,295,39,55,Partner,1,3,1
Graduate,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,460,69,976,Partner,1,3,1
Higher_Education,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,13,45,20,Alone,1,2,1
Graduate,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,417,43,1149,Partner,0,2,0
Undergraduate,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,14,64,43,Partner,0,2,0
Higher_Education,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,252,50,224,Partner,1,3,1
Higher_Education,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,649,51,101,Alone,1,2,1
Higher_Education,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,437,79,209,Partner,0,2,0
Graduate,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,632,40,968,Alone,0,1,0
Higher_Education,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,386,73,1165,Partner,0,2,0
Graduate,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,103,58,24,Partner,1,3,1
Graduate,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,608,70,252,Partner,2,4,1
Graduate,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,669,40,165,Alone,1,2,1
Higher_Education,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,624,48,269,Partner,0,2,0
Higher_Education,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,327,52,102,Partner,1,3,1
Undergraduate,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,332,41,461,Partner,0,2,0
Undergraduate,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,559,46,47,Alone,1,2,1
Higher_Education,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,132,49,144,Alone,2,3,1
Graduate,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,623,57,1338,Partner,0,2,0
Graduate,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,213,66,917,Partner,1,3,1
Graduate,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,544,54,318,Partner,2,4,1
Graduate,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,603,58,253,Alone,2,3,1
Graduate,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,646,52,502,Partner,1,3,1
Graduate,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,202,42,119,Partner,1,3,1
Undergraduate,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,670,46,1250,Partner,2,4,1
Graduate,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,239,46,969,Partner,1,3,1
Graduate,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,328,75,76,Partner,2,4,1
Higher_Education,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,78,62,62,Alone,2,3,1
Undergraduate,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,318,63,1382,Partner,0,2,0
Graduate,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,142,49,84,Alone,1,2,1
Graduate,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,351,73,255,Partner,2,4,1
Higher_Education,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,380,65,43,Partner,2,4,1
Graduate,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,269,70,398,Alone,1,2,1
Higher_Education,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,74,48,76,Alone,1,2,1
Graduate,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,23,61,902,Partner,2,4,1
Undergraduate,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,58,44,823,Partner,1,3,1
Graduate,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,2,49,1179,Partner,1,3,1
Graduate,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,623,51,1921,Partner,1,3,1
Higher_Education,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,427,74,185,Partner,2,4,1
Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,466,59,433,Alone,2,3,1
Graduate,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,170,74,34,Partner,2,4,1
Graduate,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,386,67,907,Partner,1,3,1
Higher_Education,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,204,59,416,Alone,2,3,1
Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,390,61,44,Alone,2,3,1
Graduate,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,62,69,1588,Partner,0,2,0
Higher_Education,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,601,51,1797,Alone,0,1,0
Graduate,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,633,59,40,Partner,2,4,1
Higher_Education,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,590,62,1143,Alone,1,2,1
Higher_Education,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,1,56,914,Partner,0,2,0
Graduate,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,525,33,1502,Partner,0,2,0
Graduate,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,500,71,1338,Alone,1,2,1
Higher_Education,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,343,42,27,Partner,1,3,1
Undergraduate,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,274,43,763,Partner,1,3,1
Graduate,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,345,74,1331,Alone,0,1,0
Graduate,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,302,69,525,Partner,2,4,1
Higher_Education,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,14,64,9,Partner,2,4,1
Graduate,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,83,63,953,Partner,1,3,1
Higher_Education,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,261,54,68,Alone,2,3,1
Higher_Education,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,268,54,131,Alone,2,3,1
Graduate,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,324,57,882,Partner,1,3,1
Undergraduate,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,663,47,1149,Partner,0,2,0
Graduate,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,287,56,37,Partner,1,3,1
Higher_Education,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,308,60,388,Alone,1,2,1
Graduate,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,499,39,1428,Partner,0,2,0
Higher_Education,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,402,67,1633,Partner,0,2,0
Higher_Education,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,403,50,173,Partner,1,3,1
Graduate,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,264,38,99,Alone,1,2,1
Graduate,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,471,66,215,Partner,1,3,1
Higher_Education,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,497,63,929,Partner,1,3,1
Graduate,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,101,51,219,Partner,1,3,1
Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,291,48,174,Partner,2,4,1
Graduate,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,566,47,92,Partner,2,4,1
Higher_Education,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,293,55,1052,Partner,0,2,0
Graduate,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,464,68,275,Partner,1,3,1
Undergraduate,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,695,70,587,Partner,1,3,1
Higher_Education,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,645,71,1662,Alone,1,2,1
Higher_Education,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,503,43,159,Partner,1,3,1
Higher_Education,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,391,72,1024,Alone,0,1,0
Higher_Education,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,67,57,35,Alone,1,2,1
Higher_Education,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,302,68,1042,Partner,0,2,0
Higher_Education,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,204,60,395,Partner,2,4,1
Higher_Education,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,655,50,557,Partner,0,2,0
Higher_Education,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,6,62,9,Partner,2,4,1
Graduate,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,356,35,69,Partner,0,2,0
Higher_Education,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,169,59,486,Partner,1,3,1
Graduate,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,147,37,34,Alone,1,2,1
Undergraduate,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,649,30,1365,Alone,0,1,0
Graduate,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,406,50,13,Partner,1,3,1
Higher_Education,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,608,47,1401,Partner,0,2,0
Graduate,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,534,64,1574,Partner,0,2,0
Higher_Education,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,292,41,1323,Alone,0,1,0
Higher_Education,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,321,54,1217,Alone,1,2,1
Higher_Education,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,589,74,103,Alone,3,4,1
Higher_Education,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,360,49,84,Partner,0,2,0
Higher_Education,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,519,53,1536,Partner,0,2,0
Graduate,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,649,40,581,Partner,1,3,1
Higher_Education,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,599,59,928,Partner,1,3,1
Undergraduate,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,196,50,14,Alone,0,1,0
Graduate,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,326,46,424,Alone,1,2,1
Graduate,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,258,54,960,Partner,1,3,1
Graduate,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,597,43,1555,Partner,0,2,0
Graduate,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,630,52,656,Alone,2,3,1
Higher_Education,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,296,57,55,Partner,2,4,1
Graduate,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,49,41,20,Alone,1,2,1
Higher_Education,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,636,54,367,Partner,1,3,1
Undergraduate,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,111,48,2257,Partner,0,2,0
Higher_Education,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,120,58,42,Alone,1,2,1
Graduate,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,382,61,1049,Alone,1,2,1
Graduate,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,74,53,48,Alone,2,3,1
Higher_Education,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,543,77,685,Alone,1,2,1
Graduate,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,71,73,39,Alone,1,2,1
Undergraduate,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,142,38,43,Alone,0,1,0
Higher_Education,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,682,66,835,Alone,0,1,0
Graduate,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,159,67,1515,Partner,0,2,0
Higher_Education,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,495,74,1039,Partner,1,3,1
Graduate,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,349,50,1596,Alone,1,2,1
Higher_Education,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,622,41,1828,Partner,0,2,0
Higher_Education,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,60,56,34,Partner,1,3,1
Higher_Education,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,72,57,149,Alone,1,2,1
Higher_Education,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,406,56,946,Alone,1,2,1
Higher_Education,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,41,40,28,Alone,0,1,0
Graduate,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,603,41,450,Alone,1,2,1
Higher_Education,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,161,68,46,Partner,2,4,1
